Component,Category,File,Type,Props,Emits,Slots,Variants,Accessibility,LoadingState,ErrorState,Responsive,DarkMode,DuplicateGroup,ImportedBy,ImportedByCount,USED,DeadOrUsed,Evidence
components/content-council/quizzes/form/QuizDisplayOptionsSection.vue,content-council/quizzes/form,components/content-council/quizzes/form/QuizDisplayOptionsSection.vue,vue,,defineEmits(['update:modelValue']),0,,none,none,none,none,none,,pages/content-council/quizzes/QuizFormPage.vue,1,true,USED,Imported by 1 files
components/content-council/quizzes/form/QuizFormActionBar.vue,content-council/quizzes/form,components/content-council/quizzes/form/QuizFormActionBar.vue,vue,,"defineEmits(['cancel', 'save-draft', 'save-and-build'])",0,,none,none,none,responsive-classes-detected,none,,pages/content-council/quizzes/QuizFormPage.vue,1,true,USED,Imported by 1 files
components/content-council/quizzes/form/QuizFormHeader.vue,content-council/quizzes/form,components/content-council/quizzes/form/QuizFormHeader.vue,vue,,,0,,none,none,none,none,none,,pages/content-council/quizzes/QuizFormPage.vue,1,true,USED,Imported by 1 files
components/content-council/quizzes/form/QuizFormSkeleton.vue,content-council/quizzes/form,components/content-council/quizzes/form/QuizFormSkeleton.vue,vue,,,0,,none,none,none,responsive-classes-detected,none,,pages/content-council/quizzes/QuizFormPage.vue,1,true,USED,Imported by 1 files
components/content-council/quizzes/form/QuizFormSummaryCard.vue,content-council/quizzes/form,components/content-council/quizzes/form/QuizFormSummaryCard.vue,vue,,,0,,none,none,none,none,none,,pages/content-council/quizzes/QuizFormPage.vue,1,true,USED,Imported by 1 files
components/content-council/quizzes/form/QuizGeneralInformationSection.vue,content-council/quizzes/form,components/content-council/quizzes/form/QuizGeneralInformationSection.vue,vue,,defineEmits(['update:modelValue']),0,,none,none,none,responsive-classes-detected,none,,pages/content-council/quizzes/QuizFormPage.vue,1,true,USED,Imported by 1 files
components/content-council/quizzes/form/QuizPassingRulesSection.vue,content-council/quizzes/form,components/content-council/quizzes/form/QuizPassingRulesSection.vue,vue,,defineEmits(['update:modelValue']),0,,none,none,none,none,none,,pages/content-council/quizzes/QuizFormPage.vue,1,true,USED,Imported by 1 files
components/content-council/quizzes/form/QuizReadOnlyAlert.vue,content-council/quizzes/form,components/content-council/quizzes/form/QuizReadOnlyAlert.vue,vue,,,0,,none,none,none,none,none,,pages/content-council/quizzes/QuizFormPage.vue,1,true,USED,Imported by 1 files
components/content-council/quizzes/form/QuizScheduleSection.vue,content-council/quizzes/form,components/content-council/quizzes/form/QuizScheduleSection.vue,vue,,defineEmits(['update:modelValue']),0,,none,none,none,responsive-classes-detected,none,,pages/content-council/quizzes/QuizFormPage.vue,1,true,USED,Imported by 1 files
components/content-council/quizzes/form/QuizStructureSection.vue,content-council/quizzes/form,components/content-council/quizzes/form/QuizStructureSection.vue,vue,,defineEmits(['update:modelValue']),0,,none,none,none,responsive-classes-detected,none,,pages/content-council/quizzes/QuizFormPage.vue,1,true,USED,Imported by 1 files
components/content-council/quizzes/form/QuizUnsavedChangesDialog.vue,content-council/quizzes/form,components/content-council/quizzes/form/QuizUnsavedChangesDialog.vue,vue,,"defineEmits(['close', 'confirm'])",0,,none,none,none,none,none,,pages/content-council/quizzes/QuizFormPage.vue,1,true,USED,Imported by 1 files
components/content-council/quizzes/QuizDetailDrawer.vue,content-council/quizzes,components/content-council/quizzes/QuizDetailDrawer.vue,vue,,"defineEmits(['update:isOpen', 'action'])",0,,none,none,none,responsive-classes-detected,none,,pages/content-council/quizzes/QuizListPage.vue,1,true,USED,Imported by 1 files
components/content-council/quizzes/QuizEmptyState.vue,content-council/quizzes,components/content-council/quizzes/QuizEmptyState.vue,vue,,defineEmits(['action']),0,,none,none,none,none,none,,pages/content-council/quizzes/QuizListPage.vue,1,true,USED,Imported by 1 files
components/content-council/quizzes/QuizFilterBar.vue,content-council/quizzes,components/content-council/quizzes/QuizFilterBar.vue,vue,,"defineEmits(['update:filters', 'update:sort', 'reset'])",0,,none,none,none,responsive-classes-detected,none,,pages/content-council/quizzes/QuizListPage.vue,1,true,USED,Imported by 1 files
components/content-council/quizzes/QuizMobileCard.vue,content-council/quizzes,components/content-council/quizzes/QuizMobileCard.vue,vue,,"defineEmits(['action', 'click'])",0,,none,none,none,none,none,,pages/content-council/quizzes/QuizListPage.vue,1,true,USED,Imported by 1 files
components/content-council/quizzes/QuizStatusBadge.vue,content-council/quizzes,components/content-council/quizzes/QuizStatusBadge.vue,vue,,,0,,none,none,none,none,none,,components/content-council/quizzes/builder/QuizBuilderHeader.vue; components/content-council/quizzes/form/QuizFormSummaryCard.vue; components/content-council/quizzes/QuizDetailDrawer.vue; components/content-council/quizzes/QuizMobileCard.vue; components/content-council/quizzes/QuizTable.vue,5,true,USED,Imported by 5 files
components/content-council/quizzes/QuizTable.vue,content-council/quizzes,components/content-council/quizzes/QuizTable.vue,vue,,"defineEmits(['action', 'update:page', 'update:pageSize'])",0,,none,none,none,responsive-classes-detected,none,,pages/content-council/quizzes/QuizListPage.vue,1,true,USED,Imported by 1 files
components/content-council/quizzes/QuizTableSkeleton.vue,content-council/quizzes,components/content-council/quizzes/QuizTableSkeleton.vue,vue,,,0,,none,none,none,none,none,,pages/content-council/quizzes/QuizListPage.vue,1,true,USED,Imported by 1 files
components/content-council/subjects/ChapterOverviewItem.vue,content-council/subjects,components/content-council/subjects/ChapterOverviewItem.vue,vue,"defineProps({   chapter: {     type: Object,     required: true   },   isExpanded: {     type: Boolean,     default: true   } })",defineEmits(['toggle']),0,,aria-attributes-detected,none,none,responsive-classes-detected,none,,components/content-council/subjects/CurriculumOverviewAccordion.vue,1,true,USED,Imported by 1 files
components/content-council/subjects/CurriculumOverviewAccordion.vue,content-council/subjects,components/content-council/subjects/CurriculumOverviewAccordion.vue,vue,"defineProps({   chapters: {     type: Array,     required: true   } })",,0,,none,none,none,responsive-classes-detected,none,,pages/content-council/subjects/SubjectOverviewPage.vue,1,true,USED,Imported by 1 files
components/content-council/subjects/LessonOverviewItem.vue,content-council/subjects,components/content-council/subjects/LessonOverviewItem.vue,vue,"defineProps({   lesson: {     type: Object,     required: true   } })",,0,,none,none,none,responsive-classes-detected,none,,components/content-council/subjects/ChapterOverviewItem.vue,1,true,USED,Imported by 1 files
components/content-council/subjects/SubjectCard.vue,content-council/subjects,components/content-council/subjects/SubjectCard.vue,vue,"defineProps({   subject: {     type: Object,     required: true   } })",,0,,aria-attributes-detected,none,none,none,none,,pages/content-council/subjects/SubjectListPage.vue,1,true,USED,Imported by 1 files
components/content-council/subjects/SubjectContentSummaryCard.vue,content-council/subjects,components/content-council/subjects/SubjectContentSummaryCard.vue,vue,"defineProps({   chapters: {     type: Array,     required: true   } })",,0,,none,none,none,responsive-classes-detected,none,,pages/content-council/subjects/SubjectOverviewPage.vue,1,true,USED,Imported by 1 files
components/content-council/subjects/SubjectDetailHeader.vue,content-council/subjects,components/content-council/subjects/SubjectDetailHeader.vue,vue,"defineProps({   subject: {     type: Object,     required: true   } })",,0,,none,none,none,responsive-classes-detected,none,,pages/content-council/subjects/SubjectEditorPage.vue; pages/content-council/subjects/SubjectOverviewPage.vue,2,true,USED,Imported by 2 files
components/content-council/subjects/SubjectDetailTabs.vue,content-council/subjects,components/content-council/subjects/SubjectDetailTabs.vue,vue,,,0,,aria-attributes-detected,none,none,responsive-classes-detected,none,,pages/content-council/subjects/SubjectEditorPage.vue; pages/content-council/subjects/SubjectOverviewPage.vue,2,true,USED,Imported by 2 files
components/content-council/subjects/SubjectEmptyState.vue,content-council/subjects,components/content-council/subjects/SubjectEmptyState.vue,vue,"defineProps({   type: {     type: String,     default: 'empty', // 'empty' or 'no-results'     validator: (value)",defineEmits(['clearFilters']),0,,none,none,none,none,none,,pages/content-council/subjects/SubjectListPage.vue,1,true,USED,Imported by 1 files
components/content-council/subjects/SubjectFilterBar.vue,content-council/subjects,components/content-council/subjects/SubjectFilterBar.vue,vue,"defineProps({   searchQuery: { type: String, default: '' },   statusFilter: { type: String, default: 'all' },   sortOption: { type: String, default: 'updatedAt' },   hasActiveFilters: { type: Boolean,","defineEmits([   'update:searchQuery',   'update:statusFilter',   'update:sortOption',   'update:viewMode',   'update:selectedMajor',   'update:selecte",0,,none,none,none,responsive-classes-detected,none,,pages/content-council/subjects/SubjectListPage.vue,1,true,USED,Imported by 1 files
components/content-council/subjects/SubjectListSkeleton.vue,content-council/subjects,components/content-council/subjects/SubjectListSkeleton.vue,vue,,,0,,none,none,none,none,none,,pages/content-council/subjects/SubjectListPage.vue,1,true,USED,Imported by 1 files
components/content-council/subjects/SubjectOverviewEmptyState.vue,content-council/subjects,components/content-council/subjects/SubjectOverviewEmptyState.vue,vue,,,0,,none,none,none,none,none,,pages/content-council/subjects/SubjectOverviewPage.vue,1,true,USED,Imported by 1 files
components/content-council/subjects/SubjectOverviewSkeleton.vue,content-council/subjects,components/content-council/subjects/SubjectOverviewSkeleton.vue,vue,,,0,,none,none,none,responsive-classes-detected,none,,pages/content-council/subjects/SubjectOverviewPage.vue,1,true,USED,Imported by 1 files
components/content-council/subjects/SubjectTable.vue,content-council/subjects,components/content-council/subjects/SubjectTable.vue,vue,"defineProps({   subjects: {     type: Array,     required: true   } })",,0,,none,none,none,none,none,,pages/content-council/subjects/SubjectListPage.vue,1,true,USED,Imported by 1 files
components/effects/EduShaderBackground.vue,effects,components/effects/EduShaderBackground.vue,vue,,,0,,aria-attributes-detected,none,error-prop-detected,none,none,EduShaderBackground (2x),,0,false,DEAD,No imports found
components/effects/LearningOrbit.vue,effects,components/effects/LearningOrbit.vue,vue,"defineProps({   size: { type: Number, default: 270 }, })",,0,,aria-attributes-detected,none,none,none,none,LearningOrbit (2x),,0,false,DEAD,No imports found
components/GiangVien/AppSidebar.vue,GiangVien,components/GiangVien/AppSidebar.vue,vue,"defineProps({   collapsed: { type: Boolean, default: false }, })",defineEmits(['toggle']),0,,aria-attributes-detected,none,none,none,none,AppSidebar (6x),components/GiangVien/Layout_GiangVien.vue,1,true,USED,Imported by 1 files
components/GiangVien/Layout_GiangVien.vue,GiangVien,components/GiangVien/Layout_GiangVien.vue,vue,,,0,,none,none,none,responsive-classes-detected,none,,router/index.js,1,true,USED,Route component
components/GiangVien/WebRTCScreen.vue,GiangVien,components/GiangVien/WebRTCScreen.vue,vue,"defineProps({   student: Object,   violations: Number,   compact: Boolean,   large: Boolean,   stream: Object // Nhận MediaStream từ ProctoringView })",,0,,none,none,none,none,none,,,0,false,DEAD,No imports found
components/GiaoVu/AppSidebar.vue,GiaoVu,components/GiaoVu/AppSidebar.vue,vue,"defineProps({   collapsed: { type: Boolean, default: false }, })",defineEmits(['toggle']),0,,aria-attributes-detected,none,none,none,none,AppSidebar (6x),components/GiaoVu/Layout_GiaoVu.vue,1,true,USED,Imported by 1 files
components/GiaoVu/Layout_GiaoVu.vue,GiaoVu,components/GiaoVu/Layout_GiaoVu.vue,vue,,,0,,none,none,none,responsive-classes-detected,none,,router/index.js,1,true,USED,Route component
components/HelloWorld.vue,HelloWorld.vue,components/HelloWorld.vue,vue,"defineProps({   msg: {     type: String,     required: true,   }, })",,0,,none,none,none,none,none,,components/__tests__/HelloWorld.spec.js,1,true,USED,Imported by 1 files
components/icons/IconCommunity.vue,icons,components/icons/IconCommunity.vue,vue,,,0,,none,none,none,none,none,,components/TheWelcome.vue,1,true,USED,Imported by 1 files
components/icons/IconDocumentation.vue,icons,components/icons/IconDocumentation.vue,vue,,,0,,none,none,none,none,none,,components/TheWelcome.vue,1,true,USED,Imported by 1 files
components/icons/IconEcosystem.vue,icons,components/icons/IconEcosystem.vue,vue,,,0,,none,none,none,none,none,,components/TheWelcome.vue,1,true,USED,Imported by 1 files
components/icons/IconSupport.vue,icons,components/icons/IconSupport.vue,vue,,,0,,none,none,none,none,none,,components/TheWelcome.vue,1,true,USED,Imported by 1 files
components/icons/IconTooling.vue,icons,components/icons/IconTooling.vue,vue,,,0,,aria-attributes-detected,none,none,none,none,,components/TheWelcome.vue,1,true,USED,Imported by 1 files
components/learning/LessonVideoPlayer.vue,learning,components/learning/LessonVideoPlayer.vue,vue,"defineProps({   lesson: {     type: Object,     required: true,   }, })","defineEmits(['completed', 'progress'])",0,,aria-attributes-detected,none,none,none,none,,views/Student/CourseDetailView.vue,1,true,USED,Imported by 1 files
components/LmsAlert.vue,LmsAlert.vue,components/LmsAlert.vue,vue,"defineProps({   type: {     type: String,     default: 'info',     validator: (v)",,1,,none,none,error-prop-detected,none,none,,,0,false,DEAD,No imports found
components/LmsBadge.vue,LmsBadge.vue,components/LmsBadge.vue,vue,"defineProps({   variant: {     type: String,     default: 'primary',     validator: (v)",,1,,none,none,error-prop-detected,responsive-classes-detected,none,,components/SinhVien/StudentModulePage.vue; components/SinhVien/StudentPlaceholder.vue; views/SinhVien/HocTap/KhoacHoc.vue,3,true,USED,Imported by 3 files
components/LmsButton.vue,LmsButton.vue,components/LmsButton.vue,vue,"defineProps({   variant: {     type: String,     default: 'primary',     validator: (v)",defineEmits(['click']),1,,none,loading-prop-detected,none,responsive-classes-detected,none,,,0,false,DEAD,No imports found
components/LmsCard.vue,LmsCard.vue,components/LmsCard.vue,vue,"defineProps({   variant: {     type: String,     default: 'glass',     validator: (v)",,1,,none,none,none,none,none,,components/SinhVien/StudentModulePage.vue; components/SinhVien/StudentPlaceholder.vue,2,true,USED,Imported by 2 files
components/LmsInput.vue,LmsInput.vue,components/LmsInput.vue,vue,"defineProps({   id: String,   modelValue: {     type: [String, Number],     default: '',   },   type: {     type: String,     default: 'text',   },   placeholder: String,   label: String,   error: Str","defineEmits(['update:modelValue', 'focus', 'blur'])",0,,aria-attributes-detected,none,error-prop-detected,responsive-classes-detected,dark-mode-classes-detected,,,0,false,DEAD,No imports found
components/LmsSelect.vue,LmsSelect.vue,components/LmsSelect.vue,vue,"defineProps({   modelValue: {     type: [String, Number],     default: ''   },   options: {     type: Array,     required: true,     // Expected format: [{ value: '...', label: '...' }]   },   label: ","defineEmits(['update:modelValue', 'change'])",0,,none,none,error-prop-detected,none,none,,components/content-council/editor/ContentFormDrawer.vue; components/content-council/editor/LessonFormModal.vue; components/content-council/question-bank/QuestionFilterBar.vue; components/content-council/question-bank/QuestionFormDrawer.vue; components/content-council/quizzes/QuizFilterBar.vue; views/GiaoVu/Courses/components/BulkAssignCourseDrawer.vue; views/GiaoVu/Courses/components/EditCourseDrawer.vue; views/GiaoVu/Courses/components/TeacherAssignmentSelect.vue; views/GiaoVu/Courses/CourseManagementView.vue,9,true,USED,Imported by 9 files
components/notifications/AdminNotificationCenter.vue,notifications,components/notifications/AdminNotificationCenter.vue,vue,,,0,,none,loading-prop-detected,none,responsive-classes-detected,none,,views/GiaoVu/Notices/SendNoticeView.vue; views/SuperAdmin/SendNotificationView.vue,2,true,USED,Imported by 2 files
components/notifications/NotificationCard.vue,notifications,components/notifications/NotificationCard.vue,vue,"defineProps({   notification: {     type: Object,     required: true,   },   isSelected: Boolean, })","defineEmits(['click', 'mark-read'])",0,,none,none,none,none,none,,components/notifications/NotificationList.vue,1,true,USED,Imported by 1 files
components/notifications/NotificationComposeForm.vue,notifications,components/notifications/NotificationComposeForm.vue,vue,"defineProps({   loading: { type: Boolean, default: false }, })","defineEmits(['preview', 'submit'])",0,,none,loading-prop-detected,error-prop-detected,none,none,,components/notifications/AdminNotificationCenter.vue,1,true,USED,Imported by 1 files
components/notifications/NotificationDetailPanel.vue,notifications,components/notifications/NotificationDetailPanel.vue,vue,"defineProps({   notification: {     type: Object,     required: true   } })",,0,,none,none,none,none,none,,components/notifications/NotificationInbox.vue,1,true,USED,Imported by 1 files
components/notifications/NotificationFilters.vue,notifications,components/notifications/NotificationFilters.vue,vue,"defineProps({   modelValue: {     type: Object,     default: ()",defineEmits(['update:modelValue']),0,,none,none,none,responsive-classes-detected,none,,,0,false,DEAD,No imports found
components/notifications/NotificationInbox.vue,notifications,components/notifications/NotificationInbox.vue,vue,"defineProps({   roleContext: {     type: String,     default: 'student', // 'student', 'teacher', 'bgh'   } })",,0,,none,loading-prop-detected,error-prop-detected,none,none,,views/Student/NotificationsView.vue,1,true,USED,Imported by 1 files
components/notifications/NotificationList.vue,notifications,components/notifications/NotificationList.vue,vue,"defineProps({   notifications: {     type: Array,     default: ()","defineEmits(['select', 'mark-read', 'load-more', 'retry'])",0,,none,loading-prop-detected,error-prop-detected,none,none,,,0,false,DEAD,No imports found
components/notifications/NotificationPriorityBadge.vue,notifications,components/notifications/NotificationPriorityBadge.vue,vue,"defineProps({   priority: {     type: String,     required: true,   }, })",,0,,none,none,none,none,none,,components/notifications/NotificationCard.vue,1,true,USED,Imported by 1 files
components/notifications/NotificationRecipientsTable.vue,notifications,components/notifications/NotificationRecipientsTable.vue,vue,"defineProps({   recipients: { type: Array, default: ()",,0,,none,loading-prop-detected,none,none,none,,,0,false,DEAD,No imports found
components/notifications/NotificationStatsCards.vue,notifications,components/notifications/NotificationStatsCards.vue,vue,"defineProps({   stats: {     type: Object,     required: true   },   loading: Boolean })",,0,,none,loading-prop-detected,none,responsive-classes-detected,none,,,0,false,DEAD,No imports found
components/notifications/NotificationTemplatePicker.vue,notifications,components/notifications/NotificationTemplatePicker.vue,vue,,defineEmits(['select']),0,,none,loading-prop-detected,error-prop-detected,none,none,,,0,false,DEAD,No imports found
components/notifications/RecipientPreviewPanel.vue,notifications,components/notifications/RecipientPreviewPanel.vue,vue,"defineProps({   previewData: {     type: Object,     default: null   },   loading: Boolean })",,0,,none,loading-prop-detected,none,none,none,,components/notifications/AdminNotificationCenter.vue,1,true,USED,Imported by 1 files
components/notifications/SpecializedNotificationWizard.vue,notifications,components/notifications/SpecializedNotificationWizard.vue,vue,,defineEmits(['send']),0,,none,loading-prop-detected,none,none,none,,,0,false,DEAD,No imports found
components/PhuHuynh/AppSidebar.vue,PhuHuynh,components/PhuHuynh/AppSidebar.vue,vue,"defineProps({   collapsed: { type: Boolean, default: false }, })",defineEmits(['toggle']),0,,aria-attributes-detected,none,none,none,none,AppSidebar (6x),components/PhuHuynh/Layout_PhuHuynh.vue,1,true,USED,Imported by 1 files
components/PhuHuynh/AppTopbar.vue,PhuHuynh,components/PhuHuynh/AppTopbar.vue,vue,,defineEmits(['toggle-sidebar']),0,,aria-attributes-detected,none,none,responsive-classes-detected,dark-mode-classes-detected,AppTopbar (3x),components/PhuHuynh/Layout_PhuHuynh.vue,1,true,USED,Imported by 1 files
components/PhuHuynh/Layout_PhuHuynh_Mobile.vue,PhuHuynh,components/PhuHuynh/Layout_PhuHuynh_Mobile.vue,vue,,,0,,none,loading-prop-detected,none,none,none,,components/PhuHuynh/ParentLayout.vue,1,true,USED,Imported by 1 files
components/PhuHuynh/Layout_PhuHuynh.vue,PhuHuynh,components/PhuHuynh/Layout_PhuHuynh.vue,vue,,,0,,none,loading-prop-detected,none,responsive-classes-detected,dark-mode-classes-detected,,components/PhuHuynh/ParentLayout.vue; router/index.js,2,true,USED,Route component
components/PhuHuynh/ParentLayout.vue,PhuHuynh,components/PhuHuynh/ParentLayout.vue,vue,,,0,,none,none,none,none,none,,,0,false,DEAD,No imports found
components/reward-discipline/AdminRewardDisciplineDashboard.vue,reward-discipline,components/reward-discipline/AdminRewardDisciplineDashboard.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,,,0,false,DEAD,No imports found
components/reward-discipline/CertificateStatusBadge.vue,reward-discipline,components/reward-discipline/CertificateStatusBadge.vue,vue,"defineProps({   status: { type: String, required: true }, })",,0,,none,none,none,none,none,,,0,false,DEAD,No imports found
components/reward-discipline/DisciplineAppealTable.vue,reward-discipline,components/reward-discipline/DisciplineAppealTable.vue,vue,"defineProps({   appeals: { type: Array, default: ()",defineEmits(['select']),0,,none,none,none,none,none,,,0,false,DEAD,No imports found
components/reward-discipline/DisciplineRecordDetail.vue,reward-discipline,components/reward-discipline/DisciplineRecordDetail.vue,vue,"defineProps({   record: { type: Object, required: true } })",defineEmits(['back']),0,,none,none,none,responsive-classes-detected,none,,,0,false,DEAD,No imports found
components/reward-discipline/DisciplineRecordTable.vue,reward-discipline,components/reward-discipline/DisciplineRecordTable.vue,vue,"defineProps({   records: { type: Array, default: ()",defineEmits(['select']),0,,none,none,none,none,none,,,0,false,DEAD,No imports found
components/reward-discipline/DisciplineStatusBadge.vue,reward-discipline,components/reward-discipline/DisciplineStatusBadge.vue,vue,"defineProps({   status: { type: String, required: true }, })",,0,,none,none,none,none,none,,components/reward-discipline/DisciplineAppealTable.vue; components/reward-discipline/DisciplineRecordDetail.vue; components/reward-discipline/DisciplineRecordTable.vue; components/reward-discipline/StudentDisciplineCard.vue; components/reward-discipline/StudentDisciplineDetail.vue,5,true,USED,Imported by 5 files
components/reward-discipline/RewardCampaignDetail.vue,reward-discipline,components/reward-discipline/RewardCampaignDetail.vue,vue,"defineProps({   campaign: { type: Object, required: true } })",defineEmits(['back']),0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,,,0,false,DEAD,No imports found
components/reward-discipline/RewardCampaignTable.vue,reward-discipline,components/reward-discipline/RewardCampaignTable.vue,vue,"defineProps({   campaigns: { type: Array, default: ()",defineEmits(['select']),0,,none,none,none,none,none,,,0,false,DEAD,No imports found
components/reward-discipline/RewardCandidateTable.vue,reward-discipline,components/reward-discipline/RewardCandidateTable.vue,vue,"defineProps({   candidates: { type: Array, default: ()",,0,,none,none,none,none,none,,components/reward-discipline/RewardCampaignDetail.vue,1,true,USED,Imported by 1 files
components/reward-discipline/RewardDisciplineTimeline.vue,reward-discipline,components/reward-discipline/RewardDisciplineTimeline.vue,vue,"defineProps({   events: { type: Array, default: ()",,0,,none,none,none,none,none,,components/reward-discipline/StudentDisciplineDetail.vue,1,true,USED,Imported by 1 files
components/reward-discipline/RewardStatusBadge.vue,reward-discipline,components/reward-discipline/RewardStatusBadge.vue,vue,"defineProps({   status: { type: String, required: true }, })",,0,,none,none,none,none,none,,components/reward-discipline/RewardCampaignDetail.vue; components/reward-discipline/RewardCampaignTable.vue; components/reward-discipline/RewardCandidateTable.vue; components/reward-discipline/StudentRewardCard.vue,4,true,USED,Imported by 4 files
components/reward-discipline/StudentDisciplineAppealForm.vue,reward-discipline,components/reward-discipline/StudentDisciplineAppealForm.vue,vue,"defineProps({   record: { type: Object, required: true } })","defineEmits(['back', 'submit'])",0,,none,loading-prop-detected,none,none,none,,,0,false,DEAD,No imports found
components/reward-discipline/StudentDisciplineCard.vue,reward-discipline,components/reward-discipline/StudentDisciplineCard.vue,vue,"defineProps({   record: { type: Object, required: true } })",,0,,none,none,none,none,none,,components/reward-discipline/StudentDisciplineList.vue,1,true,USED,Imported by 1 files
components/reward-discipline/StudentDisciplineDetail.vue,reward-discipline,components/reward-discipline/StudentDisciplineDetail.vue,vue,"defineProps({   record: { type: Object, required: true } })","defineEmits(['back', 'appeal'])",0,,none,none,none,responsive-classes-detected,none,,,0,false,DEAD,No imports found
components/reward-discipline/StudentDisciplineList.vue,reward-discipline,components/reward-discipline/StudentDisciplineList.vue,vue,"defineProps({   records: { type: Array, default: ()",defineEmits(['select']),0,,none,none,none,responsive-classes-detected,none,,,0,false,DEAD,No imports found
components/reward-discipline/StudentRewardCard.vue,reward-discipline,components/reward-discipline/StudentRewardCard.vue,vue,"defineProps({   reward: { type: Object, required: true } })",,0,,none,none,none,none,none,,components/reward-discipline/StudentRewardList.vue,1,true,USED,Imported by 1 files
components/reward-discipline/StudentRewardDashboard.vue,reward-discipline,components/reward-discipline/StudentRewardDashboard.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,,,0,false,DEAD,No imports found
components/reward-discipline/StudentRewardHeroCard.vue,reward-discipline,components/reward-discipline/StudentRewardHeroCard.vue,vue,"defineProps({   rewardsCount: { type: Number, default: 0 },   topRank: { type: String, default: '' } })",,0,,none,none,none,responsive-classes-detected,none,,components/reward-discipline/StudentRewardDashboard.vue,1,true,USED,Imported by 1 files
components/reward-discipline/StudentRewardList.vue,reward-discipline,components/reward-discipline/StudentRewardList.vue,vue,"defineProps({   rewards: { type: Array, default: ()",,0,,none,none,none,responsive-classes-detected,none,,components/reward-discipline/StudentRewardDashboard.vue,1,true,USED,Imported by 1 files
components/Schedule/MonthView.vue,Schedule,components/Schedule/MonthView.vue,vue,,"defineEmits(['edit', 'delete'])",0,,none,none,none,none,dark-mode-classes-detected,,,0,false,DEAD,No imports found
components/SinhVien/AppBreadcrumb.vue,SinhVien,components/SinhVien/AppBreadcrumb.vue,vue,,,0,,aria-attributes-detected,none,none,none,none,,,0,false,DEAD,No imports found
components/SinhVien/AppSidebar.vue,SinhVien,components/SinhVien/AppSidebar.vue,vue,"defineProps({   collapsed: { type: Boolean, default: false }, })",defineEmits(['toggle']),0,,aria-attributes-detected,none,none,none,none,AppSidebar (6x),components/SinhVien/Layout_SinhVien.vue,1,true,USED,Imported by 1 files
components/SinhVien/AppTopbar.vue,SinhVien,components/SinhVien/AppTopbar.vue,vue,,defineEmits(['toggle-sidebar']),0,,aria-attributes-detected,none,none,responsive-classes-detected,dark-mode-classes-detected,AppTopbar (3x),components/BGH/Layout_BGH.vue; components/GiangVien/Layout_GiangVien.vue; components/GiaoVu/Layout_GiaoVu.vue; components/SinhVien/Layout_SinhVien.vue,4,true,USED,Imported by 4 files
components/SinhVien/dashboard/AttendanceHealthPanel.vue,SinhVien/dashboard,components/SinhVien/dashboard/AttendanceHealthPanel.vue,vue,"defineProps({   attendance: {     type: Object,     required: true,   }, })",,0,,none,none,none,responsive-classes-detected,none,,views/SinhVien/Dashboard.vue,1,true,USED,Imported by 1 files
components/SinhVien/dashboard/CourseProgressPanel.vue,SinhVien/dashboard,components/SinhVien/dashboard/CourseProgressPanel.vue,vue,"defineProps({   courses: {     type: Array,     default: ()",,0,,none,none,none,none,none,,views/SinhVien/Dashboard.vue,1,true,USED,Imported by 1 files
components/SinhVien/dashboard/FocusAiCard.vue,SinhVien/dashboard,components/SinhVien/dashboard/FocusAiCard.vue,vue,,,0,,aria-attributes-detected,none,none,responsive-classes-detected,none,,views/SinhVien/Dashboard.vue,1,true,USED,Imported by 1 files
components/SinhVien/dashboard/KpiCard.vue,SinhVien/dashboard,components/SinhVien/dashboard/KpiCard.vue,vue,"defineProps({   item: {     type: Object,     required: true,   }, })",,0,,aria-attributes-detected,none,none,none,dark-mode-classes-detected,,views/SinhVien/Dashboard.vue,1,true,USED,Imported by 1 files
components/SinhVien/dashboard/NotificationsPanel.vue,SinhVien/dashboard,components/SinhVien/dashboard/NotificationsPanel.vue,vue,"defineProps({   notifications: {     type: Array,     default: ()",,0,,none,none,none,none,none,,views/SinhVien/Dashboard.vue,1,true,USED,Imported by 1 files
components/SinhVien/dashboard/RecentGradesPanel.vue,SinhVien/dashboard,components/SinhVien/dashboard/RecentGradesPanel.vue,vue,"defineProps({   grades: {     type: Array,     default: ()",,0,,none,none,none,none,none,,views/SinhVien/Dashboard.vue,1,true,USED,Imported by 1 files
components/SinhVien/dashboard/TodaySchedulePanel.vue,SinhVien/dashboard,components/SinhVien/dashboard/TodaySchedulePanel.vue,vue,"defineProps({   schedule: {     type: Array,     default: ()",,0,,none,none,none,none,none,,views/SinhVien/Dashboard.vue,1,true,USED,Imported by 1 files
components/SinhVien/dashboard/TuitionMiniPanel.vue,SinhVien/dashboard,components/SinhVien/dashboard/TuitionMiniPanel.vue,vue,"defineProps({   tuition: {     type: Object,     required: true,   },   registration: {     type: Object,     required: true,   }, })",,0,,none,none,none,responsive-classes-detected,none,,views/SinhVien/Dashboard.vue,1,true,USED,Imported by 1 files
