Component,Category,File,Type,Props,Emits,Slots,Variants,Accessibility,LoadingState,ErrorState,Responsive,DarkMode,DuplicateGroup,ImportedBy,ImportedByCount,USED,DeadOrUsed,Evidence
components/SinhVien/dashboard/UpcomingAssignmentsPanel.vue,SinhVien/dashboard,components/SinhVien/dashboard/UpcomingAssignmentsPanel.vue,vue,"defineProps({   assignments: {     type: Array,     default: ()",,0,,none,none,none,none,none,,views/SinhVien/Dashboard.vue,1,true,USED,Imported by 1 files
components/SinhVien/dashboard/WelcomeHero.vue,SinhVien/dashboard,components/SinhVien/dashboard/WelcomeHero.vue,vue,"defineProps({   student: {     type: Object,     required: true,   },   summary: {     type: Object,     required: true,   },   weekProgress: {     type: Number,     default: 0,   }, })",,0,,none,none,none,responsive-classes-detected,none,,views/SinhVien/Dashboard.vue,1,true,USED,Imported by 1 files
components/SinhVien/Layout_SinhVien.vue,SinhVien,components/SinhVien/Layout_SinhVien.vue,vue,,,0,,none,none,none,responsive-classes-detected,none,,router/index.js,1,true,USED,Route component
components/SinhVien/PageContainer.vue,SinhVien,components/SinhVien/PageContainer.vue,vue,"defineProps({   title: { type: String, default: '' },   subtitle: { type: String, default: '' }, })",,2,,none,none,none,responsive-classes-detected,none,PageContainer (2x),components/BGH/Layout_BGH.vue; components/GiangVien/Layout_GiangVien.vue; components/GiaoVu/Layout_GiaoVu.vue; components/PhuHuynh/Layout_PhuHuynh.vue; components/SinhVien/Layout_SinhVien.vue; views/BGH/Academic/AcademicOverviewView.vue; views/BGH/Academic/AcademicReportsView.vue; views/BGH/Academic/AtRiskStudentsView.vue; views/BGH/Academic/GPAReportsView.vue; views/BGH/Academic/PassFailRatesView.vue; views/BGH/Academic/StudentHistoryView.vue; views/BGH/Evaluations/TeacherEvalDetailsView.vue; views/BGH/Profile/ProfileView.vue; views/BGH/Schedule/ConflictListView.vue; views/BGH/Schedule/ScheduleChangesView.vue; views/GiaoVu/Facilities/BuildingManagementView.vue; views/GiaoVu/Facilities/FloorManagementView.vue; views/GiaoVu/Profile/StaffProfileView.vue; views/GiaoVu/Registration/CapacityAdjustmentView.vue; views/GiaoVu/Registration/CourseStatusView.vue; views/GiaoVu/Registration/RegistrationPeriodsView.vue; views/GiaoVu/Requests/RequestDetailsView.vue; views/GiaoVu/Schedule/PublishedSchedulesView.vue; views/GiaoVu/Schedule/RoomManagementView.vue; views/GiaoVu/StaffNotificationsView.vue,25,true,USED,Imported by 25 files
components/SinhVien/SidebarMenuGroup.vue,SinhVien,components/SinhVien/SidebarMenuGroup.vue,vue,"defineProps({   group: { type: Object, required: true },   collapsed: { type: Boolean, default: false }, })",,0,,aria-attributes-detected,none,none,none,none,SidebarMenuGroup (2x),components/BGH/AppSidebar.vue; components/GiangVien/AppSidebar.vue; components/GiaoVu/AppSidebar.vue; components/PhuHuynh/AppSidebar.vue; components/SinhVien/AppSidebar.vue,5,true,USED,Imported by 5 files
components/SinhVien/SidebarMenuItem.vue,SinhVien,components/SinhVien/SidebarMenuItem.vue,vue,"defineProps({   item: { type: Object, required: true },   collapsed: { type: Boolean, default: false },   depth: { type: Number, default: 0 }, // 0 = top-level child, 1 = sub-item })",,0,,aria-attributes-detected,none,none,none,dark-mode-classes-detected,SidebarMenuItem (2x),components/SinhVien/SidebarMenuGroup.vue,1,true,USED,Imported by 1 files
components/SinhVien/StudentModulePage.vue,SinhVien,components/SinhVien/StudentModulePage.vue,vue,"defineProps({   icon: {     type: String,     default: 'LayoutDashboard',   },   eyebrow: {     type: String,     default: 'Student module',   },   title: {     type: String,     required: true,   }, ",,0,,none,none,error-prop-detected,responsive-classes-detected,none,,views/SinhVien/HocTap/BaiTap.vue; views/SinhVien/HocTap/ChiTietKhoaHoc.vue; views/SinhVien/HocTap/KetQua.vue; views/SinhVien/HocTap/NopBai.vue; views/SinhVien/HocTap/Thi.vue; views/SinhVien/KetQua/BangDiem.vue; views/Student/AssignmentsView.vue; views/Student/CoursesView.vue; views/Student/ExamResultView.vue; views/Student/GradesView.vue,10,true,USED,Imported by 10 files
components/SinhVien/StudentPlaceholder.vue,SinhVien,components/SinhVien/StudentPlaceholder.vue,vue,"defineProps({   icon: {     type: String,     default: 'Sparkles',   },   title: {     type: String,     required: true,   },   subtitle: {     type: String,     default: '',   },   status: {     type",,0,,none,none,none,responsive-classes-detected,none,,,0,false,DEAD,No imports found
components/SuperAdmin/AppSidebar.vue,SuperAdmin,components/SuperAdmin/AppSidebar.vue,vue,"defineProps({   collapsed: { type: Boolean, default: false }, })",defineEmits(['toggle']),0,,aria-attributes-detected,none,none,none,dark-mode-classes-detected,AppSidebar (6x),components/SuperAdmin/Layout_SuperAdmin.vue,1,true,USED,Imported by 1 files
components/SuperAdmin/AppTopbar.vue,SuperAdmin,components/SuperAdmin/AppTopbar.vue,vue,,defineEmits(['toggle-sidebar']),0,,aria-attributes-detected,none,none,responsive-classes-detected,dark-mode-classes-detected,AppTopbar (3x),components/SuperAdmin/Layout_SuperAdmin.vue,1,true,USED,Imported by 1 files
components/SuperAdmin/Layout_SuperAdmin.vue,SuperAdmin,components/SuperAdmin/Layout_SuperAdmin.vue,vue,,,0,,none,none,none,responsive-classes-detected,none,,router/index.js,1,true,USED,Route component
components/SuperAdmin/PageContainer.vue,SuperAdmin,components/SuperAdmin/PageContainer.vue,vue,"defineProps({   title: { type: String, default: '' },   subtitle: { type: String, default: '' }, })",,2,,none,none,none,none,dark-mode-classes-detected,PageContainer (2x),components/SuperAdmin/Layout_SuperAdmin.vue,1,true,USED,Imported by 1 files
components/SuperAdmin/SidebarMenuGroup.vue,SuperAdmin,components/SuperAdmin/SidebarMenuGroup.vue,vue,"defineProps({   group: { type: Object, required: true },   collapsed: { type: Boolean, default: false }, })",,0,,aria-attributes-detected,none,none,none,dark-mode-classes-detected,SidebarMenuGroup (2x),components/SuperAdmin/AppSidebar.vue,1,true,USED,Imported by 1 files
components/SuperAdmin/SidebarMenuItem.vue,SuperAdmin,components/SuperAdmin/SidebarMenuItem.vue,vue,"defineProps({   item: { type: Object, required: true },   collapsed: { type: Boolean, default: false },   depth: { type: Number, default: 0 }, })",,0,,aria-attributes-detected,none,none,none,dark-mode-classes-detected,SidebarMenuItem (2x),components/SuperAdmin/SidebarMenuGroup.vue,1,true,USED,Imported by 1 files
components/TheWelcome.vue,TheWelcome.vue,components/TheWelcome.vue,vue,,,0,,none,none,none,none,none,,views/HomeView.vue,1,true,USED,Imported by 1 files
components/ui/AiAssistant.vue,ui,components/ui/AiAssistant.vue,vue,,,0,,aria-attributes-detected,none,none,none,dark-mode-classes-detected,,components/BGH/Layout_BGH.vue; components/GiangVien/Layout_GiangVien.vue; components/GiaoVu/Layout_GiaoVu.vue; components/PhuHuynh/Layout_PhuHuynh.vue; components/SinhVien/Layout_SinhVien.vue; components/SuperAdmin/Layout_SuperAdmin.vue,6,true,USED,Imported by 6 files
components/ui/AnnouncementBanner.vue,ui,components/ui/AnnouncementBanner.vue,vue,,,0,,aria-attributes-detected,none,error-prop-detected,none,dark-mode-classes-detected,,components/BGH/Layout_BGH.vue; components/GiangVien/Layout_GiangVien.vue; components/GiaoVu/Layout_GiaoVu.vue; components/PhuHuynh/Layout_PhuHuynh.vue; components/SinhVien/Layout_SinhVien.vue,5,true,USED,Imported by 5 files
components/ui/Breadcrumbs.vue,ui,components/ui/Breadcrumbs.vue,vue,,,0,,aria-attributes-detected,none,none,none,none,,components/content-council/layout/ContentCouncilHeader.vue; components/PhuHuynh/AppTopbar.vue; components/SinhVien/AppTopbar.vue; components/SuperAdmin/AppTopbar.vue,4,true,USED,Imported by 4 files
components/ui/CommandPalette.vue,ui,components/ui/CommandPalette.vue,vue,,defineEmits(['close']),0,,aria-attributes-detected,none,none,responsive-classes-detected,dark-mode-classes-detected,,components/PhuHuynh/AppTopbar.vue; components/SinhVien/AppTopbar.vue; components/SuperAdmin/AppTopbar.vue,3,true,USED,Imported by 3 files
components/ui/ConfirmActionDialog.vue,ui,components/ui/ConfirmActionDialog.vue,vue,"defineProps({   modelValue: Boolean,   title: {     type: String,     default: 'Xác nhận thao tác',   },   message: {     type: String,     default: '',   },   confirmLabel: {     type: String,     de","defineEmits(['update:modelValue', 'confirm', 'cancel'])",1,,aria-attributes-detected,loading-prop-detected,none,responsive-classes-detected,none,,components/applications/AdminApplicationsQueue.vue; components/applications/StudentApplicationsHome.vue; components/notifications/NotificationComposeForm.vue; views/BGH/SchedulePendingView.vue; views/GiangVien/AttendanceTodayView.vue; views/GiangVien/TeachingPreferencesView.vue; views/GiaoVu/AcademicTerms/AcademicTermManagementView.vue; views/GiaoVu/Classes/ClassManagementView.vue; views/GiaoVu/Courses/CourseManagementView.vue; views/GiaoVu/Schedule/ConflictCheckView.vue; views/GiaoVu/Schedule/ScheduleManagerView.vue; views/GiaoVu/Schedule/ShiftManagementView.vue; views/GiaoVu/Schedule/TeacherAssignmentView.vue; views/GiaoVu/Subjects/SubjectManagementView.vue; views/Student/DisciplineView.vue; views/SuperAdmin/AwardsView.vue; views/SuperAdmin/DisciplineView.vue; views/SuperAdmin/NotificationTemplatesView.vue,18,true,USED,Imported by 18 files
components/ui/EmptyState.vue,ui,components/ui/EmptyState.vue,vue,"defineProps({   title: {     type: String,     default: 'Chưa có dữ liệu',   },   description: {     type: String,     default: 'Nội dung sẽ hiển thị khi có dữ liệu học vụ phù hợp.',   }, })",,2,,none,none,none,none,none,,components/applications/AdminApplicationReports.vue; components/applications/AdminApplicationsQueue.vue; components/applications/StudentApplicationsHome.vue; components/notifications/NotificationInbox.vue; components/notifications/NotificationList.vue; components/SinhVien/StudentModulePage.vue; views/GiangVien/AssignmentsListView.vue; views/GiangVien/AttendanceHistoryView.vue; views/GiangVien/AttendanceTodayView.vue; views/GiangVien/CoursesView.vue; views/GiangVien/LessonCommentsView.vue; views/GiangVien/LessonsView.vue; views/GiangVien/PendingRequestsView.vue; views/GiangVien/StudentQuestionsView.vue; views/GiaoVu/AcademicTerms/AcademicTermManagementView.vue; views/GiaoVu/Accounts/AccountManagementView.vue; views/GiaoVu/Classes/ClassManagementView.vue; views/GiaoVu/Courses/CourseManagementView.vue; views/GiaoVu/Schedule/ShiftManagementView.vue; views/GiaoVu/Schedule/TeacherAssignmentView.vue; views/GiaoVu/Subjects/SubjectManagementView.vue; views/Student/AttendanceView.vue; views/Student/DisciplineView.vue; views/Student/RewardsView.vue; views/Student/ScheduleView.vue; views/SuperAdmin/AwardsView.vue,26,true,USED,Imported by 26 files
components/ui/FloorDropdown.vue,ui,components/ui/FloorDropdown.vue,vue,"defineProps({   modelValue: {     type: String,     default: 'all',   },   label: {     type: String,     default: 'Lầu',   },   floors: {     type: Array,     default: ()",defineEmits(['update:modelValue']),0,,none,none,none,none,dark-mode-classes-detected,,,0,false,DEAD,No imports found
components/ui/GlassBadge.vue,ui,components/ui/GlassBadge.vue,vue,"defineProps({   as: {     type: String,     default: 'span',   },   variant: {     type: String,     default: 'neutral',     validator: (value)",,1,,none,none,none,responsive-classes-detected,none,,components/applications/AdminApplicationReports.vue; components/applications/AdminApplicationsQueue.vue; components/applications/ApplicationStatusBadge.vue; components/applications/StudentApplicationsHome.vue; components/notifications/NotificationComposeForm.vue; components/notifications/NotificationDetailPanel.vue; components/notifications/NotificationInbox.vue; components/notifications/NotificationPriorityBadge.vue; components/reward-discipline/CertificateStatusBadge.vue; components/reward-discipline/DisciplineStatusBadge.vue; components/reward-discipline/RewardStatusBadge.vue; components/SinhVien/dashboard/CourseProgressPanel.vue; components/SinhVien/dashboard/NotificationsPanel.vue; components/SinhVien/dashboard/TodaySchedulePanel.vue; components/SinhVien/dashboard/TuitionMiniPanel.vue; components/SinhVien/dashboard/UpcomingAssignmentsPanel.vue; views/BGH/Schedule/ConflictListView.vue; views/BGH/Schedule/PublishedSchedulesView.vue; views/BGH/Schedule/ScheduleChangesView.vue; views/BGH/SchedulePendingView.vue; views/GiangVien/AssignmentsListView.vue; views/GiangVien/AttendanceHistoryView.vue; views/GiangVien/AttendanceTodayView.vue; views/GiangVien/ChangePasswordView.vue; views/GiangVien/ClassAttendanceView.vue; views/GiangVien/ClassDetailView.vue; views/GiangVien/ClassGradebookView.vue; views/GiangVien/ClassGradesView.vue; views/GiangVien/ClassListView.vue; views/GiangVien/ClassProgressView.vue,68,true,USED,Imported by 68 files
components/ui/GlassBalanceCard.vue,ui,components/ui/GlassBalanceCard.vue,vue,"defineProps({   balance: {     type: Number,     default: 0,   },   currency: {     type: String,     default: 'VNĐ',   },   label: {     type: String,     default: 'Tổng số dư',   },   trend: {     t","defineEmits(['toggle-visibility', 'action'])",0,,none,none,none,none,dark-mode-classes-detected,,,0,false,DEAD,No imports found
components/ui/GlassButton.vue,ui,components/ui/GlassButton.vue,vue,"defineProps({   variant: {     type: String,     default: 'primary',     validator: (value)",defineEmits(['click']),3,,aria-attributes-detected,loading-prop-detected,none,responsive-classes-detected,none,,components/applications/AdminApplicationFilters.vue; components/applications/AdminApplicationReports.vue; components/applications/AdminApplicationsQueue.vue; components/applications/AdminAssignmentPanel.vue; components/applications/AdminDecisionPanel.vue; components/applications/ApplicationDetailPanel.vue; components/applications/ApplicationList.vue; components/applications/StudentApplicationsHome.vue; components/notifications/NotificationComposeForm.vue; components/notifications/NotificationDetailPanel.vue; components/notifications/NotificationFilters.vue; components/notifications/NotificationInbox.vue; components/notifications/NotificationList.vue; components/notifications/SpecializedNotificationWizard.vue; components/reward-discipline/DisciplineAppealTable.vue; components/reward-discipline/DisciplineRecordDetail.vue; components/reward-discipline/RewardCampaignDetail.vue; components/reward-discipline/RewardCampaignTable.vue; components/reward-discipline/StudentDisciplineAppealForm.vue; components/reward-discipline/StudentDisciplineDetail.vue; components/reward-discipline/StudentRewardCard.vue; components/ui/ConfirmActionDialog.vue; components/ui/GlassBalanceCard.vue; views/BGH/Schedule/ConflictListView.vue; views/BGH/Schedule/PublishedSchedulesView.vue; views/BGH/Schedule/ScheduleChangesView.vue; views/BGH/SchedulePendingView.vue; views/GiangVien/AssignmentsListView.vue; views/GiangVien/AttendanceHistoryView.vue; views/GiangVien/AttendanceTodayView.vue,75,true,USED,Imported by 75 files
components/ui/GlassInput.vue,ui,components/ui/GlassInput.vue,vue,"defineProps({   id: String,   name: String,   modelValue: {     type: [String, Number],     default: '',   },   label: String,   placeholder: String,   type: {     type: String,     default: 'text',  ",defineEmits(['update:modelValue']),2,,aria-attributes-detected,none,error-prop-detected,responsive-classes-detected,none,,components/applications/ApplicationFormRenderer.vue; components/notifications/NotificationComposeForm.vue; components/notifications/NotificationFilters.vue; components/notifications/SpecializedNotificationWizard.vue; views/Student/AttendanceView.vue; views/Student/ScheduleView.vue,6,true,USED,Imported by 6 files
components/ui/GlassPanel.vue,ui,components/ui/GlassPanel.vue,vue,"defineProps({   as: {     type: String,     default: 'section',   },   variant: {     type: String,     default: 'default',     validator: (value)",,3,,none,none,none,none,none,,components/applications/AdminApplicationDetail.vue; components/applications/AdminApplicationReports.vue; components/applications/AdminApplicationsQueue.vue; components/applications/AdminApplicationTable.vue; components/applications/AdminAssignmentPanel.vue; components/applications/AdminDecisionPanel.vue; components/applications/ApplicationCard.vue; components/applications/ApplicationDetailPanel.vue; components/applications/ApplicationEvidenceUploader.vue; components/applications/StudentApplicationsHome.vue; components/notifications/NotificationCard.vue; components/notifications/NotificationComposeForm.vue; components/notifications/NotificationInbox.vue; components/notifications/NotificationRecipientsTable.vue; components/notifications/NotificationStatsCards.vue; components/notifications/NotificationTemplatePicker.vue; components/notifications/RecipientPreviewPanel.vue; components/notifications/SpecializedNotificationWizard.vue; components/reward-discipline/AdminRewardDisciplineDashboard.vue; components/reward-discipline/DisciplineAppealTable.vue; components/reward-discipline/DisciplineRecordDetail.vue; components/reward-discipline/DisciplineRecordTable.vue; components/reward-discipline/RewardCampaignDetail.vue; components/reward-discipline/RewardCampaignTable.vue; components/reward-discipline/RewardCandidateTable.vue; components/reward-discipline/StudentDisciplineAppealForm.vue; components/reward-discipline/StudentDisciplineCard.vue; components/reward-discipline/StudentDisciplineDetail.vue; components/reward-discipline/StudentRewardCard.vue; components/reward-discipline/StudentRewardDashboard.vue,72,true,USED,Imported by 72 files
components/ui/LoadingSkeleton.vue,ui,components/ui/LoadingSkeleton.vue,vue,"defineProps({   lines: {     type: Number,     default: 3,   }, })",,0,,aria-attributes-detected,none,none,none,none,,components/applications/AdminApplicationReports.vue; components/applications/AdminApplicationsQueue.vue; components/applications/StudentApplicationsHome.vue; components/notifications/NotificationInbox.vue; components/notifications/NotificationList.vue; views/GiangVien/AttendanceTodayView.vue; views/GiaoVu/AcademicTerms/AcademicTermManagementView.vue; views/GiaoVu/Accounts/AccountManagementView.vue; views/GiaoVu/Classes/ClassManagementView.vue; views/GiaoVu/Courses/components/CourseDetailDrawer.vue; views/GiaoVu/Requests/RequestHistoryView.vue; views/GiaoVu/Schedule/ShiftManagementView.vue; views/GiaoVu/Subjects/SubjectManagementView.vue; views/Student/DisciplineView.vue; views/Student/RewardsView.vue; views/Student/ScheduleView.vue,16,true,USED,Imported by 16 files
components/ui/MiniCalendar.vue,ui,components/ui/MiniCalendar.vue,vue,,,0,,aria-attributes-detected,none,none,none,dark-mode-classes-detected,,components/PhuHuynh/AppTopbar.vue; components/SinhVien/AppTopbar.vue,2,true,USED,Imported by 2 files
components/ui/PopupNotification.vue,ui,components/ui/PopupNotification.vue,vue,,,0,,aria-attributes-detected,none,error-prop-detected,responsive-classes-detected,dark-mode-classes-detected,,App.vue,1,true,USED,Imported by 1 files
components/ui/ProgressBar.vue,ui,components/ui/ProgressBar.vue,vue,"defineProps({   value: {     type: Number,     default: 0,   },   max: {     type: Number,     default: 100,   },   label: {     type: String,     default: '',   },   variant: {     type: String,     ",,0,,aria-attributes-detected,none,none,none,none,,components/SinhVien/dashboard/AttendanceHealthPanel.vue; components/SinhVien/dashboard/CourseProgressPanel.vue; components/SinhVien/dashboard/WelcomeHero.vue; views/Student/AttendanceView.vue,4,true,USED,Imported by 4 files
components/ui/QuickCreate.vue,ui,components/ui/QuickCreate.vue,vue,,,0,,aria-attributes-detected,none,none,none,dark-mode-classes-detected,,components/SinhVien/AppTopbar.vue,1,true,USED,Imported by 1 files
components/ui/SidebarRecentFavorites.vue,ui,components/ui/SidebarRecentFavorites.vue,vue,"defineProps({   collapsed: { type: Boolean, default: false }, })",,0,,none,none,none,none,none,,components/BGH/AppSidebar.vue; components/GiangVien/AppSidebar.vue; components/GiaoVu/AppSidebar.vue; components/PhuHuynh/AppSidebar.vue; components/SinhVien/AppSidebar.vue; components/SuperAdmin/AppSidebar.vue,6,true,USED,Imported by 6 files
components/ui/TableShell.vue,ui,components/ui/TableShell.vue,vue,"defineProps({   density: {     type: String,     default: 'default',     validator: (value)",,1,,none,none,none,none,none,,components/applications/AdminApplicationReports.vue; components/applications/AdminApplicationsQueue.vue; views/GiangVien/AssignmentsListView.vue; views/GiangVien/AttendanceHistoryView.vue; views/GiangVien/AttendanceTodayView.vue; views/GiangVien/ClassAttendanceView.vue; views/GiangVien/ClassGradebookView.vue; views/GiangVien/ClassGradesView.vue; views/GiangVien/ClassProgressView.vue; views/GiangVien/ClassWorkspaceView.vue; views/GiangVien/CoursesView.vue; views/GiangVien/GradingView.vue; views/GiangVien/QuestionBankView.vue; views/GiangVien/RequestsHistoryView.vue; views/GiaoVu/Notices/NoticeHistoryView.vue; views/Student/AttendanceView.vue; views/SuperAdmin/AwardsView.vue; views/SuperAdmin/DisciplineView.vue; views/SuperAdmin/NotificationTemplatesView.vue,19,true,USED,Imported by 19 files
components/ui/ThemeToggle.vue,ui,components/ui/ThemeToggle.vue,vue,,,0,,aria-attributes-detected,none,none,responsive-classes-detected,none,,components/content-council/layout/ContentCouncilHeader.vue; components/PhuHuynh/AppTopbar.vue; components/SinhVien/AppTopbar.vue; components/SuperAdmin/AppTopbar.vue,4,true,USED,Imported by 4 files
components/WelcomeItem.vue,WelcomeItem.vue,components/WelcomeItem.vue,vue,,,2,,none,none,none,none,none,,components/TheWelcome.vue,1,true,USED,Imported by 1 files
layouts/content-council/ContentCouncilLayout.vue,content-council,layouts/content-council/ContentCouncilLayout.vue,vue,,,0,,none,none,none,responsive-classes-detected,none,,router/index.js,1,true,USED,Route component
layouts/content-council/SubjectDetailLayout.vue,content-council,layouts/content-council/SubjectDetailLayout.vue,vue,,,0,,none,none,none,responsive-classes-detected,none,,router/index.js,1,true,USED,Route component
pages/content-council/question-bank/QuestionBankPage.vue,question-bank,pages/content-council/question-bank/QuestionBankPage.vue,vue,,,0,,none,none,none,responsive-classes-detected,none,,router/index.js,1,true,USED,Route component
pages/content-council/quizzes/QuizBuilderPage.vue,quizzes,pages/content-council/quizzes/QuizBuilderPage.vue,vue,,,0,,none,loading-prop-detected,none,responsive-classes-detected,none,,router/index.js,1,true,USED,Route component
pages/content-council/quizzes/QuizBuilderPlaceholderPage.vue,quizzes,pages/content-council/quizzes/QuizBuilderPlaceholderPage.vue,vue,,,0,,none,none,none,none,none,,,0,false,DEAD,No imports found
pages/content-council/quizzes/QuizFormPage.vue,quizzes,pages/content-council/quizzes/QuizFormPage.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,,router/index.js,1,true,USED,Route component
pages/content-council/quizzes/QuizListPage.vue,quizzes,pages/content-council/quizzes/QuizListPage.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,,router/index.js,1,true,USED,Route component
pages/content-council/subjects/SubjectEditorPage.vue,subjects,pages/content-council/subjects/SubjectEditorPage.vue,vue,"defineProps({   subjectId: {     type: Number,     required: true   } })",,0,,none,none,none,responsive-classes-detected,none,,router/index.js,1,true,USED,Route component
pages/content-council/subjects/SubjectListPage.vue,subjects,pages/content-council/subjects/SubjectListPage.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,,router/index.js,1,true,USED,Route component
pages/content-council/subjects/SubjectOverviewPage.vue,subjects,pages/content-council/subjects/SubjectOverviewPage.vue,vue,"defineProps({   subjectId: {     type: Number,     required: true   } })",,0,,none,loading-prop-detected,none,none,none,,router/index.js,1,true,USED,Route component
pages/content-council/subjects/SubjectPreviewPage.vue,subjects,pages/content-council/subjects/SubjectPreviewPage.vue,vue,,,0,,none,loading-prop-detected,none,responsive-classes-detected,none,,router/index.js,1,true,USED,Route component
views/AboutView.vue,AboutView.vue,views/AboutView.vue,vue,,,0,,none,none,none,none,none,,router/index.js,1,true,USED,Route component
views/Auth/PortalLandingView.vue,Auth,views/Auth/PortalLandingView.vue,vue,,,0,,aria-attributes-detected,none,none,none,dark-mode-classes-detected,,router/index.js,1,true,USED,Route component
views/Auth/RoleLoginView.vue,Auth,views/Auth/RoleLoginView.vue,vue,,,0,,aria-attributes-detected,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,,router/index.js,1,true,USED,Route component
views/BGH/Academic/AcademicOverviewView.vue,BGH/Academic,views/BGH/Academic/AcademicOverviewView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,,router/index.js,1,true,USED,Route component
views/BGH/Academic/AcademicReportsView.vue,BGH/Academic,views/BGH/Academic/AcademicReportsView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,,router/index.js,1,true,USED,Route component
views/BGH/Academic/AtRiskStudentsView.vue,BGH/Academic,views/BGH/Academic/AtRiskStudentsView.vue,vue,,,0,,aria-attributes-detected,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,,router/index.js,1,true,USED,Route component
views/BGH/Academic/GPAReportsView.vue,BGH/Academic,views/BGH/Academic/GPAReportsView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,,router/index.js,1,true,USED,Route component
views/BGH/Academic/PassFailRatesView.vue,BGH/Academic,views/BGH/Academic/PassFailRatesView.vue,vue,,,0,,aria-attributes-detected,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,,router/index.js,1,true,USED,Route component
views/BGH/Academic/StudentHistoryView.vue,BGH/Academic,views/BGH/Academic/StudentHistoryView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,,router/index.js,1,true,USED,Route component
views/BGH/AcademicTermsView.vue,BGH,views/BGH/AcademicTermsView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,,router/index.js,1,true,USED,Route component
views/BGH/AuditLogsView.vue,BGH,views/BGH/AuditLogsView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,AuditLogsView (2x),router/index.js,1,true,USED,Route component
views/BGH/CurriculumView.vue,BGH,views/BGH/CurriculumView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,CurriculumView (2x),router/index.js,1,true,USED,Route component
views/BGH/Dashboard.vue,BGH,views/BGH/Dashboard.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,Dashboard (6x),router/index.js,1,true,USED,Route component
views/BGH/Evaluations/AIFeedbackAnalysisView.vue,BGH/Evaluations,views/BGH/Evaluations/AIFeedbackAnalysisView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,,router/index.js,1,true,USED,Route component
views/BGH/Evaluations/EvalOverviewView.vue,BGH/Evaluations,views/BGH/Evaluations/EvalOverviewView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,,router/index.js,1,true,USED,Route component
views/BGH/Evaluations/TeacherEvalDetailsView.vue,BGH/Evaluations,views/BGH/Evaluations/TeacherEvalDetailsView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,,router/index.js,1,true,USED,Route component
views/BGH/Evaluations/TeacherRankingView.vue,BGH/Evaluations,views/BGH/Evaluations/TeacherRankingView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,none,none,,router/index.js,1,true,USED,Route component
views/BGH/EvaluationsView.vue,BGH,views/BGH/EvaluationsView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,EvaluationsView (2x),router/index.js,1,true,USED,Route component
views/BGH/FacilitiesView.vue,BGH,views/BGH/FacilitiesView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,,router/index.js,1,true,USED,Route component
views/BGH/OrganizationsView.vue,BGH,views/BGH/OrganizationsView.vue,vue,,,0,,none,none,none,none,dark-mode-classes-detected,OrganizationsView (2x),router/index.js,1,true,USED,Route component
views/BGH/PlaceholderView.vue,BGH,views/BGH/PlaceholderView.vue,vue,,,0,,none,none,none,none,none,PlaceholderView (4x),,0,false,DEAD,No imports found
views/BGH/Profile/ProfileView.vue,BGH/Profile,views/BGH/Profile/ProfileView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,ProfileView (5x),,0,false,DEAD,No imports found
views/BGH/ProfileView.vue,BGH,views/BGH/ProfileView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,ProfileView (5x),router/index.js,1,true,USED,Route component
views/BGH/ProgramsView.vue,BGH,views/BGH/ProgramsView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,ProgramsView (2x),router/index.js,1,true,USED,Route component
views/BGH/RolesView.vue,BGH,views/BGH/RolesView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,,router/index.js,1,true,USED,Route component
views/BGH/Schedule/ConflictListView.vue,BGH/Schedule,views/BGH/Schedule/ConflictListView.vue,vue,,,0,,none,loading-prop-detected,error-prop-detected,responsive-classes-detected,none,,router/index.js,1,true,USED,Route component
